"CustomerID","recence","frequence","montant","r_score","f_score","m_score","Segment","ca_cumul_segment","ca_total_segment","pct_ca_cumul_segment","ABC_intra","total_clients","rang_client","pct_clients","ca_cumul","ca_total","pct_ca","Pareto_Classique","Top_20_Clients","Priorite_Exec","Budget_Category","Dormants_Risk"
13798,0.874305555555556,57,37153.85,5,5,4,"VIP",2000590.08,5922465.95,0.337796805737651,"A",4338,25,0.00576302443522361,2330696.98,8911407.904,0.2615408255472,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16013,3.09305555555556,47,37130.6,5,5,4,"VIP",2037720.68,5922465.95,0.34406625503689,"A",4338,26,0.00599354541263255,2367827.58,8911407.904,0.265707462334562,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16422,16.9513888888889,51,34684.4,5,5,4,"VIP",2072405.08,5922465.95,0.34992266692559,"A",4338,27,0.00622406639004149,2402511.98,8911407.904,0.269599597042528,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12748,0.0208333333333333,209,33719.73,5,5,4,"VIP",2106124.81,5922465.95,0.355616195649044,"A",4338,28,0.00645458736745044,2436231.71,8911407.904,0.273383480617745,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15838,10.9513888888889,19,33643.08,5,4,4,"VIP",2139767.89,5922465.95,0.361296782128397,"A",4338,29,0.00668510834485938,2469874.79,8911407.904,0.277158762858489,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17404,3.85,15,31906.82,5,4,4,"VIP",2171674.71,5922465.95,0.3666842035622,"A",4338,30,0.00691562932226833,2501781.61,8911407.904,0.280739209443779,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17389,0.133333333333333,34,31833.68,5,5,4,"VIP",2203508.39,5922465.95,0.372059275410439,"A",4338,31,0.00714615029967727,2533615.29,8911407.904,0.284311448571752,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13098,0.941666666666667,28,28882.44,5,4,4,"VIP",2232390.83,5922465.95,0.376936034558375,"A",4338,32,0.00737667127708621,2562497.73,8911407.904,0.287552512196169,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14680,24.8270833333333,16,28754.11,5,4,4,"VIP",2261144.94,5922465.95,0.381791125367297,"A",4338,33,0.00760719225449516,2591251.84,8911407.904,0.290779175178019,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13081,11.0805555555556,11,28337.38,5,4,4,"VIP",2289482.32,5922465.95,0.386575851905067,"A",4338,34,0.0078377132319041,2619589.22,8911407.904,0.293959074505406,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13408,1.15625,62,28117.04,5,5,4,"VIP",2317599.36,5922465.95,0.391323374345445,"A",4338,35,0.00806823420931305,2647706.26,8911407.904,0.297114248222387,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17857,3.98402777777778,23,26879.04,5,4,4,"VIP",2344478.4,5922465.95,0.395861862236625,"A",4338,36,0.00829875518672199,2674585.3,8911407.904,0.300130498885533,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16333,7.02152777777778,22,26626.8,5,4,4,"VIP",2371105.2,5922465.95,0.400357759760527,"A",4338,37,0.00852927616413094,2701212.1,8911407.904,0.303118444256999,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13777,0.0173611111111111,33,25977.16,5,5,4,"VIP",2397082.36,5922465.95,0.404743966489161,"A",4338,38,0.00875979714153988,2727189.26,8911407.904,0.306033489812072,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12753,22.0819444444444,6,21429.39,5,3,4,"VIP",2418511.75,5922465.95,0.408362288684834,"A",4338,39,0.00899031811894882,2748618.65,8911407.904,0.308438204109841,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12744,51.0638888888889,7,21279.29,4,3,4,"VIP",2439791.04,5922465.95,0.411955266707781,"A",4338,40,0.00922083909635777,2769897.94,8911407.904,0.31082607482895,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16210,1.00972222222222,18,21086.3,5,4,4,"VIP",2460877.34,5922465.95,0.415515658642157,"A",4338,41,0.00945136007376671,2790984.24,8911407.904,0.313192289037429,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17675,0.782638888888889,31,20374.28,5,5,4,"VIP",2481251.62,5922465.95,0.418955827006485,"A",4338,42,0.00968188105117566,2811358.52,8911407.904,0.315478603413282,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17381,8.03541666666667,29,20275.61,5,4,4,"VIP",2501527.23,5922465.95,0.422379335080854,"A",4338,43,0.0099124020285846,2831634.13,8911407.904,0.317753845464641,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15039,9.05486111111111,47,19914.44,5,5,4,"VIP",2521441.67,5922465.95,0.425741860111496,"A",4338,44,0.0101429230059935,2851548.57,8911407.904,0.319988558566604,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12471,1.87986111111111,30,19824.05,5,4,4,"VIP",2541265.72,5922465.95,0.429089122918469,"A",4338,45,0.0103734439834025,2871372.62,8911407.904,0.322213128490185,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12731,23.0354166666667,12,18895.91,5,4,4,"VIP",2560161.63,5922465.95,0.432279670599035,"A",4338,46,0.0106039649608114,2890268.53,8911407.904,0.324333546521046,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15159,1.03125,30,18641.01,5,4,4,"VIP",2578802.64,5922465.95,0.435427178775084,"A",4338,47,0.0108344859382204,2908909.54,8911407.904,0.326425360766428,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12901,8.11319444444444,28,17654.54,5,4,4,"VIP",2596457.18,5922465.95,0.438408122886717,"A",4338,48,0.0110650069156293,2926564.08,8911407.904,0.328406477576498,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12678,41.9902777777778,12,17628.46,4,4,4,"VIP",2614085.64,5922465.95,0.441384663427233,"A",4338,49,0.0112955278930383,2944192.54,8911407.904,0.330384667800748,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14031,6.81736111111111,19,17286.86,5,4,4,"VIP",2631372.5,5922465.95,0.444303525290846,"A",4338,50,0.0115260488704472,2961479.4,8911407.904,0.332324525137123,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17428,0.128472222222222,28,17256.85,5,4,4,"VIP",2648629.35,5922465.95,0.4472173200084,"A",4338,51,0.0117565698478562,2978736.25,8911407.904,0.334261014879922,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13767,1.90972222222222,37,17220.36,5,5,4,"VIP",2665849.71,5922465.95,0.450124953441058,"A",4338,52,0.0119870908252651,2995956.61,8911407.904,0.336193409871321,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13881,3,20,17159.52,5,4,4,"VIP",2683009.23,5922465.95,0.453022314125757,"A",4338,53,0.012217611802674,3013116.13,8911407.904,0.338118977658684,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16839,8.15763888888889,34,16594.35,5,5,4,"VIP",2699603.58,5922465.95,0.45582424665523,"A",4338,54,0.012448132780083,3029710.48,8911407.904,0.339981124491011,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12921,8.85277777777778,37,16587.09,5,5,4,"VIP",2716190.67,5922465.95,0.45862495334397,"A",4338,55,0.0126786537574919,3046297.57,8911407.904,0.341842456637254,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14607,15.09375,14,16569.5,5,4,4,"VIP",2732760.17,5922465.95,0.461422689986086,"A",4338,56,0.0129091747349009,3062867.07,8911407.904,0.343701814909089,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15856,3.82013888888889,27,16387.57,5,4,4,"VIP",2749147.74,5922465.95,0.464189708004991,"A",4338,57,0.0131396957123098,3079254.64,8911407.904,0.34554075777609,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17677,1.12083333333333,30,16363.23,5,4,4,"VIP",2765510.97,5922465.95,0.466952616249318,"A",4338,58,0.0133702166897188,3095617.87,8911407.904,0.347376969312615,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15189,0.977777777777778,41,16225.39,5,5,4,"VIP",2781736.36,5922465.95,0.46969225040458,"A",4338,59,0.0136007376671277,3111843.26,8911407.904,0.349197713035132,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14051,0.104166666666667,23,15610.39,5,4,4,"VIP",2797346.75,5922465.95,0.472328042679587,"A",4338,60,0.0138312586445367,3127453.65,8911407.904,0.350949444093587,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15513,32.9263888888889,19,14758.22,4,4,4,"VIP",2812104.97,5922465.95,0.474819947255248,"A",4338,61,0.0140617796219456,3142211.87,8911407.904,0.352605548287109,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16133,3.05972222222222,33,14589.04,5,5,4,"VIP",2826694.01,5922465.95,0.477283286027166,"A",4338,62,0.0142923005993545,3156800.91,8911407.904,0.35424266782615,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14866,10.0451388888889,12,14389.9,5,4,4,"VIP",2841083.91,5922465.95,0.479713000291711,"A",4338,63,0.0145228215767635,3171190.81,8911407.904,0.35585744072792,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16705,0.0291666666666667,20,14034.99,5,4,4,"VIP",2855118.9,5922465.95,0.482082788504677,"A",4338,64,0.0147533425541724,3185225.8,8911407.904,0.357432387150662,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12681,14.0534722222222,22,13787.54,5,4,4,"VIP",2868906.44,5922465.95,0.484410795135091,"A",4338,65,0.0149838635315814,3199013.34,8911407.904,0.358979565794994,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12621,1.05902777777778,20,13689.67,5,4,4,"VIP",2882596.11,5922465.95,0.486722276554414,"A",4338,66,0.0152143845089903,3212703.01,8911407.904,0.360515761887405,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12540,19.0548611111111,17,13400.24,5,4,4,"VIP",2895996.35,5922465.95,0.488984888127554,"A",4338,67,0.0154449054863993,3226103.25,8911407.904,0.362019479385735,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12433,0.116666666666667,7,13375.87,5,3,4,"VIP",2909372.22,5922465.95,0.491243384860659,"A",4338,68,0.0156754264638082,3239479.12,8911407.904,0.363520462187116,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15498,2.00138888888889,27,13316.4,5,4,4,"VIP",2922688.62,5922465.95,0.493491840168368,"A",4338,69,0.0159059474412171,3252795.52,8911407.904,0.365014771519991,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12477,22.1243055555556,6,13219.74,5,3,4,"VIP",2935908.36,5922465.95,0.495723974571774,"A",4338,70,0.0161364684186261,3266015.26,8911407.904,0.366498234081958,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17735,1.83541666666667,19,13110.02,5,4,4,"VIP",2949018.38,5922465.95,0.497937582908349,"A",4338,71,0.016366989396035,3279125.28,8911407.904,0.367969384335793,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16525,1.90486111111111,26,13027.45,5,4,4,"VIP",2962045.83,5922465.95,0.500137249417196,"A",4338,72,0.016597510373444,3292152.73,8911407.904,0.36943126893813,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14258,8.89097222222222,9,12669.98,5,3,4,"VIP",2974715.81,5922465.95,0.502276557622083,"A",4338,73,0.0168280313508529,3304822.71,8911407.904,0.370853039789211,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13078,2.88472222222222,26,12627.94,5,4,4,"VIP",2987343.75,5922465.95,0.504408767432424,"A",4338,74,0.0170585523282619,3317450.65,8911407.904,0.372270093091679,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12536,42.9375,3,12601.83,4,2,4,"Récents",181074.33,1219046.202,0.148537708991607,"A",4338,75,0.0172890733056708,3330052.48,8911407.904,0.373684216441856,"Top 20% Clients","Oui","P2 - Tester (Récents A)","Moyen - Potentiel","Standard"
15640,3.92708333333333,15,12515.66,5,4,4,"VIP",2999859.41,5922465.95,0.506522018923553,"A",4338,76,0.0175195942830798,3342568.14,8911407.904,0.375088670163964,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16000,2.02291666666667,3,12393.7,5,2,4,"Récents",193468.03,1219046.202,0.158704427840874,"A",4338,77,0.0177501152604887,3354961.84,8911407.904,0.376479438057603,"Top 20% Clients","Oui","P2 - Tester (Récents A)","Moyen - Potentiel","Standard"
17340,29.0868055555556,11,12353.29,5,4,4,"VIP",3012212.7,5922465.95,0.508607854469809,"A",4338,78,0.0179806362378976,3367315.13,8911407.904,0.377865671314242,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12682,3.11805555555556,31,12288.22,5,5,4,"VIP",3024500.92,5922465.95,0.510682703038588,"A",4338,79,0.0182111572153066,3379603.35,8911407.904,0.379244602694376,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13113,0.000694444444444444,24,12245.96,5,4,4,"VIP",3036746.88,5922465.95,0.512750416066132,"A",4338,80,0.0184416781927155,3391849.31,8911407.904,0.380618791838439,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14606,0.723611111111111,93,12156.65,5,5,4,"VIP",3048903.53,5922465.95,0.51480304922648,"A",4338,81,0.0186721991701245,3404005.96,8911407.904,0.381982958997093,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12557,15.8270833333333,5,11990.96,5,3,4,"VIP",3060894.49,5922465.95,0.516827705864649,"A",4338,82,0.0189027201475334,3415996.92,8911407.904,0.383328533134106,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12939,63.9284722222222,8,11581.8,4,3,4,"VIP",3072476.29,5922465.95,0.51878327641546,"A",4338,83,0.0191332411249424,3427578.72,8911407.904,0.384628193089611,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15125,24.9534722222222,15,11528.48,5,4,4,"VIP",3084004.77,5922465.95,0.520729843959677,"A",4338,84,0.0193637621023513,3439107.2,8911407.904,0.38592186970325,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14194,4.09166666666667,21,11349.52,5,4,4,"VIP",3095354.29,5922465.95,0.522646194360982,"A",4338,85,0.0195942830797603,3450456.72,8911407.904,0.387195464192725,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12971,3.02083333333333,86,11189.91,5,5,4,"VIP",3106544.2,5922465.95,0.524535594839511,"A",4338,86,0.0198248040571692,3461646.63,8911407.904,0.388451147932101,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14895,7.14375,20,11138.71,5,4,4,"VIP",3117682.91,5922465.95,0.526416350270448,"A",4338,87,0.0200553250345781,3472785.34,8911407.904,0.389701086226924,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12409,78.0916666666667,3,11072.67,4,2,4,"Récents",204540.7,1219046.202,0.167787488008596,"A",4338,88,0.0202858460119871,3483858.01,8911407.904,0.390943613796,"Top 20% Clients","Oui","P2 - Tester (Récents A)","Moyen - Potentiel","Standard"
15482,15.0861111111111,12,11054.96,5,4,4,"VIP",3128737.87,5922465.95,0.528282964632325,"A",4338,89,0.020516366989396,3494912.97,8911407.904,0.392184154024783,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17581,0.0201388888888889,25,11045.04,5,4,4,"VIP",3139782.91,5922465.95,0.530147904016232,"A",4338,90,0.020746887966805,3505958.01,8911407.904,0.393423581073683,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13319,4.96944444444444,26,10845.55,5,4,4,"VIP",3150628.46,5922465.95,0.53197915979576,"A",4338,91,0.0209774089442139,3516803.56,8911407.904,0.394640622209812,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17107,32.9416666666667,6,10815.43,4,3,4,"VIP",3161443.89,5922465.95,0.533805329855885,"A",4338,92,0.0212079299216229,3527618.99,8911407.904,0.395854283408639,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
13340,44.9826388888889,7,10736.48,4,3,4,"VIP",3172180.37,5922465.95,0.535618169320163,"A",4338,93,0.0214384508990318,3538355.47,8911407.904,0.397059085176851,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14769,2.10138888888889,8,10674.75,5,3,4,"VIP",3182855.12,5922465.95,0.53742058576124,"A",4338,94,0.0216689718764408,3549030.22,8911407.904,0.398256959869043,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17139,15.1097222222222,12,10668.47,5,4,4,"VIP",3193523.59,5922465.95,0.539221941833199,"A",4338,95,0.0218994928538497,3559698.69,8911407.904,0.399454129846551,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16779,1.91388888888889,22,10629.72,5,4,4,"VIP",3204153.31,5922465.95,0.541016755022458,"A",4338,96,0.0221300138312586,3570328.41,8911407.904,0.400646951465145,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17865,30.0291666666667,20,10526.32,4,4,4,"VIP",3214679.63,5922465.95,0.542794109267948,"A",4338,97,0.0223605348086676,3580854.73,8911407.904,0.40182816997892,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
17706,3.96944444444444,17,10504.49,5,4,4,"VIP",3225184.12,5922465.95,0.54456777754881,"A",4338,98,0.0225910557860765,3591359.22,8911407.904,0.403006938823659,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15251,8.90833333333333,11,10484.99,5,4,4,"VIP",3235669.11,5922465.95,0.546338153282249,"A",4338,99,0.0228215767634855,3601844.21,8911407.904,0.404183519461977,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
14062,9.11527777777778,12,10464.85,5,4,4,"VIP",3246133.96,5922465.95,0.54810512840517,"A",4338,100,0.0230520977408944,3612309.06,8911407.904,0.405357840075817,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15615,9.92222222222222,23,10399.74,5,4,4,"VIP",3256533.7,5922465.95,0.549861109796672,"A",4338,101,0.0232826187183034,3622708.8,8911407.904,0.406524854324523,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
15502,15.0013888888889,12,10384.93,5,4,4,"VIP",3266918.63,5922465.95,0.551614590540618,"A",4338,102,0.0235131396957123,3633093.73,8911407.904,0.407690206658506,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
16180,99.8486111111111,8,10254.18,3,3,4,"Fidèles",10254.18,1214789.101,0.00844111952565172,"A",4338,103,0.0237436606731213,3643347.91,8911407.904,0.408840886787893,"Top 20% Clients","Oui","P2 - Maintenir (Fidèles A)","Moyen - Base","Standard"
16843,42.1555555555556,16,10196.57,4,4,4,"VIP",3277115.2,5922465.95,0.553336266964946,"A",4338,104,0.0239741816505302,3653544.48,8911407.904,0.409985102170002,"Top 20% Clients","Oui","P1 - Investir (VIP A)","Élevé - ROI Max","Standard"
12590,210.915277777778,2,9864.26,2,2,3,"Dormants",171498.66,504276.491,0.340088548764015,"A",4338,105,0.0242047026279391,3663408.74,8911407.904,0.411092027148217,"Top 20% Clients","Oui","P3 - Automatiser (Dormants)","Faible - Efficience","Valeur passée - ROI incertain"
